Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
PubMed,GraphSAGE,GNNExplainer,18821.0,0.05331273873647054,0.037915959642655324,0.007546961307525635,0.10039377212524414
PubMed,GraphSAGE,GNNExplainer,19409.0,0.011187195777893066,0.004857067583670995,0.006768584251403809,0.017951011657714844
PubMed,GraphSAGE,GNNExplainer,19475.0,0.07848344246546428,0.028839567897614694,0.04743301868438721,0.11691027879714966
PubMed,GraphSAGE,GNNExplainer,19630.0,0.16401536266009012,0.09077381199813772,0.048016488552093506,0.2696385681629181
PubMed,GraphSAGE,GNNExplainer,19275.0,0.003881732622782389,0.0033938377503303662,0.0006088018417358398,0.008558452129364014
PubMed,GraphSAGE,GNNExplainer,18806.0,0.00826479991277059,0.007120946602757224,0.001036226749420166,0.017951369285583496
PubMed,GraphSAGE,GNNExplainer,19321.0,0.4066334068775177,0.18764268321183553,0.1413004994392395,0.5429742336273193
PubMed,GraphSAGE,GNNExplainer,19149.0,0.13651641209920248,0.15064350628846096,-0.0015565752983093262,0.3460594415664673
PubMed,GraphSAGE,GNNExplainer,18749.0,0.003118455410003662,0.002219466188156938,0.00014579296112060547,0.005477428436279297
PubMed,GraphSAGE,GNNExplainer,18747.0,0.05662045876185099,0.028425116578035942,0.023876488208770752,0.09318786859512329
PubMed,GraphSAGE,GNNExplainer,18812.0,0.01333103577295939,0.009521216553473799,0.0018104910850524902,0.025127708911895752
Cora,GCN,GraphLIME,2362.0,-0.001034855842590332,0.0018125658937583875,-0.0035092830657958984,0.000782012939453125
Cora,GCN,GraphLIME,1822.0,-0.00012632211049397787,0.000117919313466766,-0.00029277801513671875,-3.4332275390625e-05
Cora,GCN,GraphLIME,1733.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,2467.0,0.12605510155359903,0.025236091836311165,0.09102272987365723,0.14947384595870972
Cora,GCN,GraphLIME,1989.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,1958.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,1936.0,-0.0021225611368815103,0.003001754746743888,-0.006367683410644531,0.0
Cora,GCN,GraphLIME,1850.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,2462.0,-0.020485922694206238,0.01588636536354995,-0.03261205554008484,0.0019564777612686157
Cora,GCN,GraphLIME,1812.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,2400.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,2466.0,-0.0004437764485677083,0.0002310027733810751,-0.0007447600364685059,-0.00018328428268432617
Cora,GCN,GraphLIME,2621.0,0.0018852551778157551,0.00030375674108763215,0.0016498565673828125,0.002314150333404541
Cora,GCN,GraphLIME,2266.0,0.006353020668029785,0.007272983918327277,0.0010320544242858887,0.01663649082183838
Cora,GCN,GraphLIME,1797.0,0.03573210040728251,0.056974072723861055,-0.008943676948547363,0.1161399781703949
Cora,GCN,GraphLIME,2312.0,0.0006935199101765951,0.00014360959051983185,0.0005532503128051758,0.0008908510208129883
Cora,GCN,GraphLIME,2140.0,4.780292510986328e-05,3.5003035925887905e-06,4.5180320739746094e-05,5.27501106262207e-05
Cora,GCN,GraphLIME,1740.0,0.0,0.0,0.0,0.0
Cora,GCN,GraphLIME,1738.0,5.225340525309245e-06,7.389747438910087e-06,0.0,1.5676021575927734e-05
Cora,GCN,GraphLIME,1803.0,0.00027700265248616535,0.00021506112627355637,5.728006362915039e-05,0.0005689859390258789
Cora,GAT,GraphLIME,2362.0,-0.00015395879745483398,0.00017165827941528197,-0.00035572052001953125,6.383657455444336e-05
Cora,GAT,GraphLIME,1822.0,-1.2278556823730469e-05,8.790826351445495e-06,-2.09808349609375e-05,-2.384185791015625e-07
Cora,GAT,GraphLIME,1733.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,2467.0,0.01437769333521525,0.014961927648118642,0.0035653114318847656,0.035535335540771484
Cora,GAT,GraphLIME,1989.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,1958.0,-2.2987524668375652e-05,2.4358512526683857e-05,-5.739927291870117e-05,-4.410743713378906e-06
Cora,GAT,GraphLIME,1936.0,0.0010224779446919758,0.00144600217661076,0.0,0.0030674338340759277
Cora,GAT,GraphLIME,1850.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,2462.0,-0.05444816748301188,0.010967644671394345,-0.06517636775970459,-0.039382874965667725
Cora,GAT,GraphLIME,1812.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,2400.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,2466.0,-7.869799931844075e-05,5.674813651753937e-05,-0.0001316666603088379,0.0
Cora,GAT,GraphLIME,2621.0,2.781550089518229e-06,1.4349198409134378e-06,1.430511474609375e-06,4.76837158203125e-06
Cora,GAT,GraphLIME,2266.0,0.01679184039433797,0.010524047626649475,0.005774974822998047,0.030966579914093018
Cora,GAT,GraphLIME,1797.0,0.002033968766530355,0.018981142548339918,-0.019893229007720947,0.02640742063522339
Cora,GAT,GraphLIME,2312.0,7.178386052449544e-05,0.00012495553643315877,-8.624792098999023e-05,0.0002192854881286621
Cora,GAT,GraphLIME,2140.0,9.616216023763021e-06,1.0331318927514774e-05,1.5497207641601562e-06,2.4199485778808594e-05
Cora,GAT,GraphLIME,1740.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,1738.0,0.0,0.0,0.0,0.0
Cora,GAT,GraphLIME,1803.0,8.22146733601888e-05,0.00011626910609205301,0.0,0.0002466440200805664
Cora,GraphSAGE,GraphLIME,2362.0,2.384185791015625e-07,7.513705505869601e-05,-0.00010329484939575195,7.271766662597656e-05
Cora,GraphSAGE,GraphLIME,1822.0,0.0,0.0,0.0,0.0
Cora,GraphSAGE,GraphLIME,1733.0,0.0,0.0,0.0,0.0
Cora,GraphSAGE,GraphLIME,2467.0,0.028042713801066082,0.0513661602984939,-0.03831452131271362,0.08681941032409668
Cora,GraphSAGE,GraphLIME,1989.0,0.0,0.0,0.0,0.0
Cora,GraphSAGE,GraphLIME,1958.0,0.0,0.0,0.0,0.0
Cora,GraphSAGE,GraphLIME,1936.0,-0.00048812230428059894,0.0006903091828104297,-0.0014643669128417969,0.0
Cora,GraphSAGE,GraphLIME,1850.0,0.0028254191080729165,0.003995746022024812,0.0,0.00847625732421875
Cora,GraphSAGE,GraphLIME,2462.0,0.030851950248082478,0.03839115367856643,-0.018488138914108276,0.07514309883117676
Cora,GraphSAGE,GraphLIME,1812.0,0.0,0.0,0.0,0.0
Cora,GraphSAGE,GraphLIME,2400.0,0.0,0.0,0.0,0.0
Cora,GraphSAGE,GraphLIME,2466.0,-0.003187557061513265,0.001613733941806426,-0.005235612392425537,-0.0012915730476379395
